timestamp,value,score,year,month,day,hour,minute
2021-01-08 04:12:15,8.33,1.7768382315,2021,1,8,4,12
2021-01-08 04:15:16,8.34,1.7736318503,2021,1,8,4,15
2021-01-08 04:18:16,8.34,1.77018308,2021,1,8,4,18
2021-01-08 04:21:15,8.34,1.7667611166,2021,1,8,4,21
2021-01-08 04:24:16,8.34,1.750233711,2021,1,8,4,24
2021-01-08 04:27:16,8.3,1.7594383248,2021,1,8,4,27
2021-01-08 04:30:16,8.31,1.7574168865,2021,1,8,4,30
2021-01-08 04:33:16,8.3,1.7361576773,2021,1,8,4,33
2021-01-08 04:36:16,8.27,1.7297084621,2021,1,8,4,36
2021-01-08 04:39:16,8.26,1.7139175166,2021,1,8,4,39
2021-01-08 04:42:16,8.25,1.7059931233,2021,1,8,4,42
2021-01-08 04:45:16,8.25,1.6816521271,2021,1,8,4,45
2021-01-08 04:48:16,8.24,1.6529158762,2021,1,8,4,48
2021-01-08 04:51:16,8.29,1.6417140341,2021,1,8,4,51
2021-01-08 04:54:15,8.31,1.619393119,2021,1,8,4,54
2021-01-08 04:57:16,8.39,1.5915546482,2021,1,8,4,57
2021-01-08 05:00:16,8.43,1.5857566292,2021,1,8,5,0
2021-01-08 05:03:16,8.47,1.5845485299,2021,1,8,5,3
2021-01-08 05:06:16,8.44,1.5792560995,2021,1,8,5,6
2021-01-08 05:09:15,8.46,1.5778004676,2021,1,8,5,9
2021-01-08 05:12:16,8.49,1.5792673174,2021,1,8,5,12
2021-01-08 05:15:16,8.54,1.5839597346,2021,1,8,5,15
2021-01-08 05:18:16,8.55,1.5930440249,2021,1,8,5,18
2021-01-08 05:21:16,8.6,1.6113313768,2021,1,8,5,21
2021-01-08 05:24:16,8.49,1.6351797298,2021,1,8,5,24
2021-01-08 05:27:15,8.56,1.6522235823,2021,1,8,5,27
2021-01-08 05:30:16,8.57,1.673369986,2021,1,8,5,30
2021-01-08 05:33:16,8.56,1.6935727493,2021,1,8,5,33
2021-01-08 05:36:16,8.59,1.7077913233,2021,1,8,5,36
2021-01-08 05:39:16,8.65,1.7295642313,2021,1,8,5,39
2021-01-08 05:42:16,8.63,1.7537806491,2021,1,8,5,42
2021-01-08 05:45:16,8.64,1.7785850321,2021,1,8,5,45
2021-01-08 05:48:16,8.62,1.8057461815,2021,1,8,5,48
2021-01-08 05:51:16,8.53,1.8278653621,2021,1,8,5,51
2021-01-08 05:54:16,8.54,1.8657879431,2021,1,8,5,54
2021-01-08 05:57:16,8.54,1.8813879906,2021,1,8,5,57
2021-01-08 06:00:15,8.59,1.9034464338,2021,1,8,6,0
2021-01-08 06:03:16,8.67,1.9141356096,2021,1,8,6,3
2021-01-08 06:06:15,8.45,1.9266587988,2021,1,8,6,6
2021-01-08 06:09:16,8.34,1.9480617331,2021,1,8,6,9
2021-01-08 06:12:16,8.31,1.9570109063,2021,1,8,6,12
2021-01-08 06:15:16,8.29,1.9679017503,2021,1,8,6,15
2021-01-08 06:18:15,8.29,1.9693914077,2021,1,8,6,18
2021-01-08 06:21:16,8.26,1.9732838157,2021,1,8,6,21
2021-01-08 06:24:16,8.24,1.9769246053,2021,1,8,6,24
2021-01-08 06:27:16,8.15,1.982153213,2021,1,8,6,27
2021-01-08 06:30:16,8.1,1.9793018476,2021,1,8,6,30
2021-01-08 06:33:16,8.16,1.9727200926,2021,1,8,6,33
2021-01-08 06:36:16,8.07,1.9702638033,2021,1,8,6,36
2021-01-08 06:39:16,8.07,1.9630384551,2021,1,8,6,39
2021-01-08 06:42:16,8.07,1.9554107886,2021,1,8,6,42
2021-01-08 06:45:15,8.03,1.9470120469,2021,1,8,6,45
2021-01-08 06:48:16,8.04,1.9350764642,2021,1,8,6,48
2021-01-08 06:51:16,8.06,1.9211306583,2021,1,8,6,51
2021-01-08 06:54:16,8.12,1.9083191159,2021,1,8,6,54
2021-01-08 06:57:16,8.12,1.8981937325,2021,1,8,6,57
2021-01-08 07:00:16,8.19,1.8835166223,2021,1,8,7,0
2021-01-08 07:03:16,8.18,1.8780682351,2021,1,8,7,3
2021-01-08 07:06:16,8.17,1.8710002403,2021,1,8,7,6
2021-01-08 07:09:16,8.13,1.8536613751,2021,1,8,7,9
2021-01-08 07:12:16,8.17,1.8379672828,2021,1,8,7,12
2021-01-08 07:15:16,8.25,1.8274096295,2021,1,8,7,15
2021-01-08 07:18:16,8.2,1.8183910563,2021,1,8,7,18
2021-01-08 07:21:16,8.16,1.8071184375,2021,1,8,7,21
2021-01-08 07:24:15,8.1,1.7799387435,2021,1,8,7,24
2021-01-08 07:27:16,8.23,1.7673141978,2021,1,8,7,27
2021-01-08 07:30:15,8.25,1.763949302,2021,1,8,7,30
2021-01-08 07:33:16,8.21,1.7561437077,2021,1,8,7,33
2021-01-08 07:36:15,8.2,1.7535555715,2021,1,8,7,36
2021-01-08 07:39:16,8.21,1.7280949315,2021,1,8,7,39
2021-01-08 07:42:16,8.26,1.714935475,2021,1,8,7,42
2021-01-08 07:45:16,8.28,1.7134820425,2021,1,8,7,45
2021-01-08 07:48:15,8.32,1.685793418,2021,1,8,7,48
2021-01-08 07:51:16,8.29,1.679957387,2021,1,8,7,51
2021-01-08 07:54:15,8.31,1.6791275481,2021,1,8,7,54
2021-01-08 07:57:16,8.4,1.6455319882,2021,1,8,7,57
2021-01-08 08:00:15,8.43,1.6519404528,2021,1,8,8,0
2021-01-08 08:03:16,8.49,1.6670360613,2021,1,8,8,3
2021-01-08 08:06:15,8.52,1.6759240734,2021,1,8,8,6
2021-01-08 08:09:16,8.53,1.6889543313,2021,1,8,8,9
2021-01-08 08:12:15,8.47,1.6910159944,2021,1,8,8,12
2021-01-08 08:15:16,8.54,1.6979242568,2021,1,8,8,15
2021-01-08 08:18:16,8.54,1.6823889795,2021,1,8,8,18
2021-01-08 08:21:16,8.58,1.6832618309,2021,1,8,8,21
2021-01-08 08:24:16,8.29,1.69419375,2021,1,8,8,24
2021-01-08 08:27:16,8.35,1.6829474451,2021,1,8,8,27
2021-01-08 08:30:16,8.36,1.6783646181,2021,1,8,8,30
2021-01-08 08:33:16,8.46,1.6771208621,2021,1,8,8,33
2021-01-08 08:36:16,8.47,1.6862170106,2021,1,8,8,36
2021-01-08 08:39:15,8.48,1.672638955,2021,1,8,8,39
