,timestamp,value,score
3015,2021-01-07 19:42:16,11.15,6.1018441928
3016,2021-01-07 19:45:16,11.19,6.0975548494
3017,2021-01-07 19:48:17,11.19,6.0975548494
3018,2021-01-07 19:51:16,11.17,6.0993299639
3019,2021-01-07 19:54:17,11.16,6.10088121
3020,2021-01-07 19:57:16,11.08,6.1089701054
3021,2021-01-07 20:00:17,11.09,6.1078040363
3022,2021-01-07 20:03:16,11.0,6.1146008304
3023,2021-01-07 20:06:16,11.05,6.1096718286
3024,2021-01-07 20:09:16,11.06,6.1101662342
3025,2021-01-07 20:12:16,11.06,6.1101662342
3026,2021-01-07 20:15:16,11.09,6.1078040363
3027,2021-01-07 20:18:16,11.06,6.1101662342
3028,2021-01-07 20:21:16,11.06,6.1101662342
3029,2021-01-07 20:24:16,11.03,6.1112368698
3030,2021-01-07 20:27:16,10.96,6.1170528003
3031,2021-01-07 20:30:16,10.93,6.1193303083
3032,2021-01-07 20:33:17,10.91,6.1216100198
3033,2021-01-07 20:36:16,10.9,6.1226053083
3034,2021-01-07 20:39:16,10.87,6.1256643285
3035,2021-01-07 20:42:16,10.91,6.1216100198
3036,2021-01-07 20:45:16,10.97,6.1175070599
3037,2021-01-07 20:48:16,10.99,6.1148835783
3038,2021-01-07 20:51:17,10.99,6.1148835783
3039,2021-01-07 20:54:16,10.99,6.1148835783
3040,2021-01-07 20:57:17,10.91,6.1216100198
3041,2021-01-07 21:00:16,10.81,6.1284004038
3042,2021-01-07 21:03:16,10.82,6.1278707609
3043,2021-01-07 21:06:16,10.81,6.1284004038
3044,2021-01-07 21:09:16,10.82,6.1278707609
3045,2021-01-07 21:12:16,10.8,6.1303565683
3046,2021-01-07 21:15:16,10.8,6.1303565683
3047,2021-01-07 21:18:16,10.8,6.1303565683
3048,2021-01-07 21:21:16,10.79,6.1315242268
3049,2021-01-07 21:24:16,10.77,6.1326071857
3050,2021-01-07 21:27:16,10.79,6.1315242268
3051,2021-01-07 21:30:16,10.79,6.1315242268
3052,2021-01-07 21:33:16,10.79,6.1315242268
3053,2021-01-07 21:36:17,10.75,6.1350785734
3054,2021-01-07 21:39:16,10.69,6.1420082107
3055,2021-01-07 21:42:16,10.7,6.1400220622
3056,2021-01-07 21:45:16,10.72,6.1382070142
3057,2021-01-07 21:48:16,10.71,6.1389360137
3058,2021-01-07 21:51:16,10.64,6.146237583
3059,2021-01-07 21:54:17,10.66,6.1444115633
3060,2021-01-07 21:57:16,10.71,6.1389360137
3061,2021-01-07 22:00:16,10.74,6.1369660039
3062,2021-01-07 22:03:16,10.73,6.1374438464
3063,2021-01-07 22:06:16,10.75,6.1350785734
3064,2021-01-07 22:09:16,10.76,6.1332651142
3065,2021-01-07 22:12:16,10.76,6.1332651142
3066,2021-01-07 22:15:16,10.77,6.1326071857
3067,2021-01-07 22:18:16,10.76,6.1332651142
3068,2021-01-07 22:21:16,10.79,6.1315242268
3069,2021-01-07 22:24:16,10.78,6.1324048565
3070,2021-01-07 22:27:16,10.73,6.1374438464
3071,2021-01-07 22:30:17,10.69,6.1420082107
3072,2021-01-07 22:33:16,10.63,6.1472046846
3073,2021-01-07 22:36:17,10.57,6.1525230257
3074,2021-01-07 22:39:16,10.59,6.1526844151
3075,2021-01-07 22:42:16,10.57,6.1525230257
3076,2021-01-07 22:45:16,10.56,6.1530182048
3077,2021-01-07 22:48:16,10.58,6.1527193698
3078,2021-01-07 22:51:16,10.62,6.1501651372
3079,2021-01-07 22:54:16,10.7,6.1400220622
3080,2021-01-07 22:57:16,10.69,6.1420082107
3081,2021-01-07 23:00:16,10.6,6.1514845976
3082,2021-01-07 23:03:16,10.57,6.1525230257
3083,2021-01-07 23:06:16,10.56,6.1530182048
3084,2021-01-07 23:09:16,10.53,6.158823341
3085,2021-01-07 23:12:16,10.55,6.1541693526
3086,2021-01-07 23:15:16,10.53,6.158823341
3087,2021-01-07 23:18:16,10.52,6.1600165148
3088,2021-01-07 23:21:16,10.47,6.1629560223
3089,2021-01-07 23:24:16,10.31,6.1784475307
3090,2021-01-07 23:27:16,10.29,6.1803063289
3091,2021-01-07 23:30:16,10.28,6.1812904711
3092,2021-01-07 23:33:16,10.28,6.1812904711
3093,2021-01-07 23:36:16,10.28,6.1812904711
3094,2021-01-07 23:39:16,10.27,6.181652636
3095,2021-01-07 23:42:16,10.27,6.181652636
3096,2021-01-07 23:45:16,10.29,6.1803063289
3097,2021-01-07 23:48:16,10.28,6.1812904711
3098,2021-01-07 23:51:16,10.28,6.1812904711
3099,2021-01-07 23:54:16,10.26,6.1817045815
3100,2021-01-07 23:57:16,10.26,6.1817045815
3101,2021-01-08 00:00:16,10.2,6.1891201179
3102,2021-01-08 00:03:16,10.15,6.1944260276
3103,2021-01-08 00:06:16,10.14,6.1961401792
3104,2021-01-08 00:09:16,10.09,6.2046526166
3105,2021-01-08 00:12:16,10.04,6.2103588013
3106,2021-01-08 00:15:16,10.02,6.2125129835
3107,2021-01-08 00:18:16,10.04,6.2103588013
3108,2021-01-08 00:21:16,10.08,6.2050429306
3109,2021-01-08 00:24:16,10.06,6.2083551213
3110,2021-01-08 00:27:16,9.98,6.2163023195
3111,2021-01-08 00:30:16,9.9,6.2252436963
3112,2021-01-08 00:33:16,9.88,6.2271392643
3113,2021-01-08 00:36:16,9.93,6.2219107797
3114,2021-01-08 00:39:16,9.97,6.2172568555
3115,2021-01-08 00:42:16,9.87,6.2291657835
3116,2021-01-08 00:45:16,9.86,6.2297866647
3117,2021-01-08 00:48:16,9.82,6.2321697538
3118,2021-01-08 00:51:16,9.82,6.2321697538
3119,2021-01-08 00:54:16,9.79,6.2331870874
3120,2021-01-08 00:57:16,9.79,6.2331870874
3121,2021-01-08 01:00:16,9.76,6.2345077929
3122,2021-01-08 01:03:16,9.75,6.235001543
3123,2021-01-08 01:06:16,9.68,6.2453333152
3124,2021-01-08 01:09:16,9.56,6.2566505389
3125,2021-01-08 01:12:16,9.48,6.2648279388
3126,2021-01-08 01:15:16,9.4,6.2720337446
3127,2021-01-08 01:18:16,9.36,6.2758464832
3128,2021-01-08 01:21:16,9.32,6.2813712977
3129,2021-01-08 01:24:16,9.34,6.2789317454
3130,2021-01-08 01:27:16,9.26,6.2889839019
3131,2021-01-08 01:30:16,9.26,6.2889839019
3132,2021-01-08 01:33:16,9.28,6.2867863155
3133,2021-01-08 01:36:16,9.23,6.2922264362
3134,2021-01-08 01:39:16,9.21,6.2931748101
3135,2021-01-08 01:42:16,9.19,6.2946908776
3136,2021-01-08 01:45:16,9.11,6.302553442
3137,2021-01-08 01:48:16,9.08,6.3039821477
3138,2021-01-08 01:51:16,9.11,6.302553442
3139,2021-01-08 01:54:16,9.16,6.2957192379
3140,2021-01-08 01:57:16,9.14,6.2992701782
